id,focus,signal,slack,drag,confidence,score,lane
l001,rename risk,35,33,6,25,129,watch
l002,operator cost,35,34,6,55,190,watch
l003,idempotence,35,35,6,85,251,ship
l004,dry-run spread,35,36,18,25,84,hold
l005,rename risk,35,37,18,55,145,watch
l006,operator cost,35,38,18,85,206,ship
l007,idempotence,35,39,34,25,23,hold
l008,dry-run spread,35,40,34,55,84,hold
l009,rename risk,35,41,34,85,145,watch
l010,operator cost,60,42,6,25,188,watch
l011,idempotence,60,43,6,55,249,ship
l012,dry-run spread,60,44,6,85,310,ship
l013,rename risk,60,45,18,25,143,watch
l014,operator cost,60,46,18,55,204,ship
l015,idempotence,60,47,18,85,265,ship
l016,dry-run spread,60,48,34,25,82,hold
l017,rename risk,60,32,34,55,126,watch
l018,operator cost,60,33,34,85,187,watch
l019,idempotence,85,34,6,25,230,ship
l020,dry-run spread,85,35,6,55,291,ship
l021,rename risk,85,36,6,85,352,ship
l022,operator cost,85,37,18,25,185,watch
l023,idempotence,85,38,18,55,246,ship
l024,dry-run spread,85,39,18,85,307,ship
l025,rename risk,85,40,34,25,124,watch
l026,operator cost,85,41,34,55,185,watch
l027,idempotence,85,42,34,85,246,ship
